OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
224460;1;"{""coordinates"": [-0.31797846606089497, 39.30958690429428], ""type"": ""Point""}";39.30958690429428, -0.31797846606089497
224465;1;"{""coordinates"": [-0.34336518543204, 39.46459073569773], ""type"": ""Point""}";39.46459073569773, -0.34336518543204
224466;2;"{""coordinates"": [-0.34191793089871564, 39.46487331828549], ""type"": ""Point""}";39.46487331828549, -0.34191793089871564
224468;1;"{""coordinates"": [-0.34557521472151376, 39.46711034766607], ""type"": ""Point""}";39.46711034766607, -0.34557521472151376
224470;1;"{""coordinates"": [-0.34676451445490886, 39.46523513573938], ""type"": ""Point""}";39.46523513573938, -0.34676451445490886
224471;1;"{""coordinates"": [-0.34731771792521643, 39.4659144219072], ""type"": ""Point""}";39.4659144219072, -0.34731771792521643
224474;1;"{""coordinates"": [-0.34770035330122406, 39.46770191726495], ""type"": ""Point""}";39.46770191726495, -0.34770035330122406
224476;1;"{""coordinates"": [-0.348129133688465, 39.468615650584255], ""type"": ""Point""}";39.468615650584255, -0.348129133688465
224477;1;"{""coordinates"": [-0.34605246070033946, 39.46831408823759], ""type"": ""Point""}";39.46831408823759, -0.34605246070033946
224481;2;"{""coordinates"": [-0.3835559742205883, 39.45630828300653], ""type"": ""Point""}";39.45630828300653, -0.3835559742205883
224483;1;"{""coordinates"": [-0.3629488133339975, 39.473046291299646], ""type"": ""Point""}";39.473046291299646, -0.3629488133339975
224486;1;"{""coordinates"": [-0.39147191202530957, 39.456485958632975], ""type"": ""Point""}";39.456485958632975, -0.39147191202530957
224488;1;"{""coordinates"": [-0.3985914051021792, 39.469570104679875], ""type"": ""Point""}";39.469570104679875, -0.3985914051021792
224489;1;"{""coordinates"": [-0.4181035862461534, 39.50288239024816], ""type"": ""Point""}";39.50288239024816, -0.4181035862461534
224492;1;"{""coordinates"": [-0.39992360877163435, 39.48517324200403], ""type"": ""Point""}";39.48517324200403, -0.39992360877163435
224498;1;"{""coordinates"": [-0.3971222906254173, 39.47874908053986], ""type"": ""Point""}";39.47874908053986, -0.3971222906254173
224502;1;"{""coordinates"": [-0.4196461015876399, 39.49820218889169], ""type"": ""Point""}";39.49820218889169, -0.4196461015876399
224503;3;"{""coordinates"": [-0.4007526364148599, 39.4707870979664], ""type"": ""Point""}";39.4707870979664, -0.4007526364148599
224511;1;"{""coordinates"": [-0.36412130315046287, 39.42564626834552], ""type"": ""Point""}";39.42564626834552, -0.36412130315046287
224513;1;"{""coordinates"": [-0.36299430552641543, 39.42640558456088], ""type"": ""Point""}";39.42640558456088, -0.36299430552641543
224514;1;"{""coordinates"": [-0.3637404384481249, 39.42863396923118], ""type"": ""Point""}";39.42863396923118, -0.3637404384481249
224515;1;"{""coordinates"": [-0.36118590992166416, 39.42846954991888], ""type"": ""Point""}";39.42846954991888, -0.36118590992166416
224516;1;"{""coordinates"": [-0.3639121089370525, 39.43022082192236], ""type"": ""Point""}";39.43022082192236, -0.3639121089370525
224521;1;"{""coordinates"": [-0.3568566891116638, 39.443555373461514], ""type"": ""Point""}";39.443555373461514, -0.3568566891116638
224524;1;"{""coordinates"": [-0.37402595472390293, 39.45003616337299], ""type"": ""Point""}";39.45003616337299, -0.37402595472390293
224526;1;"{""coordinates"": [-0.3704923738342727, 39.449917121137894], ""type"": ""Point""}";39.449917121137894, -0.3704923738342727
224527;2;"{""coordinates"": [-0.3709870839569522, 39.44961300387661], ""type"": ""Point""}";39.44961300387661, -0.3709870839569522
224529;1;"{""coordinates"": [-0.36156804012465976, 39.48158059457022], ""type"": ""Point""}";39.48158059457022, -0.36156804012465976
224531;1;"{""coordinates"": [-0.36225015626065066, 39.47672543675805], ""type"": ""Point""}";39.47672543675805, -0.36225015626065066
224538;1;"{""coordinates"": [-0.4008753635979263, 39.46869115440994], ""type"": ""Point""}";39.46869115440994, -0.4008753635979263
224539;1;"{""coordinates"": [-0.3947605867333616, 39.469932802494114], ""type"": ""Point""}";39.469932802494114, -0.3947605867333616
224553;1;"{""coordinates"": [-0.3880044298389721, 39.455207736250266], ""type"": ""Point""}";39.455207736250266, -0.3880044298389721
224561;1;"{""coordinates"": [-0.36287028110849906, 39.48485783246582], ""type"": ""Point""}";39.48485783246582, -0.36287028110849906
224562;2;"{""coordinates"": [-0.34661333847947917, 39.479995390293034], ""type"": ""Point""}";39.479995390293034, -0.34661333847947917
224567;1;"{""coordinates"": [-0.3350816495212502, 39.471270478971306], ""type"": ""Point""}";39.471270478971306, -0.3350816495212502
224569;1;"{""coordinates"": [-0.334457573771531, 39.47324497935673], ""type"": ""Point""}";39.47324497935673, -0.334457573771531
224570;1;"{""coordinates"": [-0.3359861205015678, 39.4727808750866], ""type"": ""Point""}";39.4727808750866, -0.3359861205015678
224575;1;"{""coordinates"": [-0.33605162445903397, 39.4710124118239], ""type"": ""Point""}";39.4710124118239, -0.33605162445903397
224584;1;"{""coordinates"": [-0.36010257812074753, 39.45601103353677], ""type"": ""Point""}";39.45601103353677, -0.36010257812074753
224588;1;"{""coordinates"": [-0.3628141801582656, 39.45631609311649], ""type"": ""Point""}";39.45631609311649, -0.3628141801582656
224590;1;"{""coordinates"": [-0.3686368641507341, 39.451042831322965], ""type"": ""Point""}";39.451042831322965, -0.3686368641507341
224593;1;"{""coordinates"": [-0.3702431426389401, 39.45188662836618], ""type"": ""Point""}";39.45188662836618, -0.3702431426389401
224594;1;"{""coordinates"": [-0.3687597929639139, 39.45200045811599], ""type"": ""Point""}";39.45200045811599, -0.3687597929639139
224595;1;"{""coordinates"": [-0.3720037831191275, 39.45224448116156], ""type"": ""Point""}";39.45224448116156, -0.3720037831191275
224596;1;"{""coordinates"": [-0.37308235237386306, 39.452264035297375], ""type"": ""Point""}";39.452264035297375, -0.37308235237386306
224597;1;"{""coordinates"": [-0.3720675866419355, 39.45314807534968], ""type"": ""Point""}";39.45314807534968, -0.3720675866419355
224599;1;"{""coordinates"": [-0.3738687787354097, 39.453459854180814], ""type"": ""Point""}";39.453459854180814, -0.3738687787354097
224600;1;"{""coordinates"": [-0.3725910026141332, 39.45415237390146], ""type"": ""Point""}";39.45415237390146, -0.3725910026141332
224601;1;"{""coordinates"": [-0.37391257636794567, 39.45631242130216], ""type"": ""Point""}";39.45631242130216, -0.37391257636794567
224602;1;"{""coordinates"": [-0.3728870561265211, 39.45617475168146], ""type"": ""Point""}";39.45617475168146, -0.3728870561265211
224604;1;"{""coordinates"": [-0.3829709757260302, 39.45500417430461], ""type"": ""Point""}";39.45500417430461, -0.3829709757260302
224605;1;"{""coordinates"": [-0.34618832143072215, 39.45191713523559], ""type"": ""Point""}";39.45191713523559, -0.34618832143072215
224606;1;"{""coordinates"": [-0.35884399534968864, 39.45840500111468], ""type"": ""Point""}";39.45840500111468, -0.35884399534968864
224607;1;"{""coordinates"": [-0.3682460692699627, 39.4440512964905], ""type"": ""Point""}";39.4440512964905, -0.3682460692699627
224609;1;"{""coordinates"": [-0.3587488806623942, 39.45698729767992], ""type"": ""Point""}";39.45698729767992, -0.3587488806623942
224611;1;"{""coordinates"": [-0.36936950626295406, 39.45023776747596], ""type"": ""Point""}";39.45023776747596, -0.36936950626295406
224612;1;"{""coordinates"": [-0.40633067196692874, 39.541545374052475], ""type"": ""Point""}";39.541545374052475, -0.40633067196692874
224614;1;"{""coordinates"": [-0.4182264574807078, 39.50131009133741], ""type"": ""Point""}";39.50131009133741, -0.4182264574807078
224618;1;"{""coordinates"": [-0.3797041572887931, 39.44875691125181], ""type"": ""Point""}";39.44875691125181, -0.3797041572887931
224621;1;"{""coordinates"": [-0.3637580931515709, 39.45706572475748], ""type"": ""Point""}";39.45706572475748, -0.3637580931515709
224626;1;"{""coordinates"": [-0.3350148210369172, 39.47293353579317], ""type"": ""Point""}";39.47293353579317, -0.3350148210369172
224628;1;"{""coordinates"": [-0.3267996203586087, 39.465394378862825], ""type"": ""Point""}";39.465394378862825, -0.3267996203586087
224632;1;"{""coordinates"": [-0.3509749648602066, 39.47369881427583], ""type"": ""Point""}";39.47369881427583, -0.3509749648602066
224636;1;"{""coordinates"": [-0.3525902806065411, 39.475768253603356], ""type"": ""Point""}";39.475768253603356, -0.3525902806065411
224643;1;"{""coordinates"": [-0.357185068454283, 39.47833860322782], ""type"": ""Point""}";39.47833860322782, -0.357185068454283
224646;1;"{""coordinates"": [-0.36559109635215004, 39.485498092238174], ""type"": ""Point""}";39.485498092238174, -0.36559109635215004
224653;1;"{""coordinates"": [-0.36418527069796053, 39.48403239475064], ""type"": ""Point""}";39.48403239475064, -0.36418527069796053
224654;1;"{""coordinates"": [-0.3701705988882305, 39.45550769026525], ""type"": ""Point""}";39.45550769026525, -0.3701705988882305
224656;1;"{""coordinates"": [-0.367537380367996, 39.45683634240409], ""type"": ""Point""}";39.45683634240409, -0.367537380367996
224657;1;"{""coordinates"": [-0.36642726306484974, 39.45626075469303], ""type"": ""Point""}";39.45626075469303, -0.36642726306484974
224659;1;"{""coordinates"": [-0.36450902991888334, 39.45629371137811], ""type"": ""Point""}";39.45629371137811, -0.36450902991888334
224662;1;"{""coordinates"": [-0.36405652118667114, 39.4574886099326], ""type"": ""Point""}";39.4574886099326, -0.36405652118667114
224664;1;"{""coordinates"": [-0.3629502044170207, 39.458432417504156], ""type"": ""Point""}";39.458432417504156, -0.3629502044170207
224668;1;"{""coordinates"": [-0.36125405269189564, 39.45767494537491], ""type"": ""Point""}";39.45767494537491, -0.36125405269189564
224672;1;"{""coordinates"": [-0.36751172508943475, 39.45786199883179], ""type"": ""Point""}";39.45786199883179, -0.36751172508943475
224676;1;"{""coordinates"": [-0.36175566503867507, 39.460289459379055], ""type"": ""Point""}";39.460289459379055, -0.36175566503867507
224687;1;"{""coordinates"": [-0.3517310594393699, 39.47634601004244], ""type"": ""Point""}";39.47634601004244, -0.3517310594393699
224688;1;"{""coordinates"": [-0.3397374111674616, 39.46904656371763], ""type"": ""Point""}";39.46904656371763, -0.3397374111674616
224692;1;"{""coordinates"": [-0.3689925096106431, 39.48661673366018], ""type"": ""Point""}";39.48661673366018, -0.3689925096106431
224694;1;"{""coordinates"": [-0.3646428049194296, 39.48729335888447], ""type"": ""Point""}";39.48729335888447, -0.3646428049194296
224696;1;"{""coordinates"": [-0.36687364768575503, 39.48783004595975], ""type"": ""Point""}";39.48783004595975, -0.36687364768575503
224697;1;"{""coordinates"": [-0.3590257582945842, 39.4891701759833], ""type"": ""Point""}";39.4891701759833, -0.3590257582945842
224699;1;"{""coordinates"": [-0.36133296957435035, 39.48748838093091], ""type"": ""Point""}";39.48748838093091, -0.36133296957435035
224702;1;"{""coordinates"": [-0.36172140597205676, 39.48072043362192], ""type"": ""Point""}";39.48072043362192, -0.36172140597205676
224703;1;"{""coordinates"": [-0.3693011814066334, 39.48119843346074], ""type"": ""Point""}";39.48119843346074, -0.3693011814066334
224704;1;"{""coordinates"": [-0.36820689080425123, 39.48373166813051], ""type"": ""Point""}";39.48373166813051, -0.36820689080425123
224711;1;"{""coordinates"": [-0.3693646418166955, 39.48601724741093], ""type"": ""Point""}";39.48601724741093, -0.3693646418166955
224714;1;"{""coordinates"": [-0.3655005966359712, 39.48931593529405], ""type"": ""Point""}";39.48931593529405, -0.3655005966359712
224715;1;"{""coordinates"": [-0.37319224801599754, 39.48039352587038], ""type"": ""Point""}";39.48039352587038, -0.37319224801599754
224718;1;"{""coordinates"": [-0.33312142685126733, 39.447403438288546], ""type"": ""Point""}";39.447403438288546, -0.33312142685126733
224720;1;"{""coordinates"": [-0.33405126444556243, 39.447965368234485], ""type"": ""Point""}";39.447965368234485, -0.33405126444556243
224722;1;"{""coordinates"": [-0.33151325594629877, 39.44930513099363], ""type"": ""Point""}";39.44930513099363, -0.33151325594629877
224723;3;"{""coordinates"": [-0.3314953464031074, 39.449539452034415], ""type"": ""Point""}";39.449539452034415, -0.3314953464031074
224728;1;"{""coordinates"": [-0.3625563087100584, 39.46357272303526], ""type"": ""Point""}";39.46357272303526, -0.3625563087100584
224730;1;"{""coordinates"": [-0.36171127412793186, 39.464543211386854], ""type"": ""Point""}";39.464543211386854, -0.36171127412793186
224731;1;"{""coordinates"": [-0.3623864077728498, 39.465519205937085], ""type"": ""Point""}";39.465519205937085, -0.3623864077728498
224733;1;"{""coordinates"": [-0.36891687782925875, 39.46652656080264], ""type"": ""Point""}";39.46652656080264, -0.36891687782925875
224735;1;"{""coordinates"": [-0.37069662755290256, 39.46719110519363], ""type"": ""Point""}";39.46719110519363, -0.37069662755290256
224736;1;"{""coordinates"": [-0.37119513436318763, 39.46790230294844], ""type"": ""Point""}";39.46790230294844, -0.37119513436318763
224737;1;"{""coordinates"": [-0.37179626323699133, 39.468757293588176], ""type"": ""Point""}";39.468757293588176, -0.37179626323699133
224741;1;"{""coordinates"": [-0.36986966617277667, 39.47007584437132], ""type"": ""Point""}";39.47007584437132, -0.36986966617277667
224744;1;"{""coordinates"": [-0.36969217202808624, 39.49069856277467], ""type"": ""Point""}";39.49069856277467, -0.36969217202808624
224748;1;"{""coordinates"": [-0.39750683456722613, 39.49628292751185], ""type"": ""Point""}";39.49628292751185, -0.39750683456722613
224753;2;"{""coordinates"": [-0.38467684130448176, 39.491627843795], ""type"": ""Point""}";39.491627843795, -0.38467684130448176
224755;1;"{""coordinates"": [-0.3884999413287526, 39.49240804857266], ""type"": ""Point""}";39.49240804857266, -0.3884999413287526
224757;1;"{""coordinates"": [-0.38411456074910444, 39.49153478320744], ""type"": ""Point""}";39.49153478320744, -0.38411456074910444
224758;1;"{""coordinates"": [-0.35118842973138586, 39.473268079700546], ""type"": ""Point""}";39.473268079700546, -0.35118842973138586
224760;1;"{""coordinates"": [-0.3328131378895692, 39.4511746296376], ""type"": ""Point""}";39.4511746296376, -0.3328131378895692
224761;1;"{""coordinates"": [-0.3336125316727297, 39.45181586474091], ""type"": ""Point""}";39.45181586474091, -0.3336125316727297
224763;1;"{""coordinates"": [-0.3339931839345089, 39.45897990952732], ""type"": ""Point""}";39.45897990952732, -0.3339931839345089
224774;1;"{""coordinates"": [-0.34149799147476967, 39.46103796350109], ""type"": ""Point""}";39.46103796350109, -0.34149799147476967
224776;1;"{""coordinates"": [-0.3463191711040907, 39.46171257659284], ""type"": ""Point""}";39.46171257659284, -0.3463191711040907
224777;1;"{""coordinates"": [-0.3461764405494563, 39.46200159776411], ""type"": ""Point""}";39.46200159776411, -0.3461764405494563
224778;1;"{""coordinates"": [-0.34597157674502127, 39.46216404103989], ""type"": ""Point""}";39.46216404103989, -0.34597157674502127
224779;1;"{""coordinates"": [-0.3471402600627931, 39.46266340548273], ""type"": ""Point""}";39.46266340548273, -0.3471402600627931
224788;1;"{""coordinates"": [-0.3724947664845146, 39.46798313443261], ""type"": ""Point""}";39.46798313443261, -0.3724947664845146
224789;1;"{""coordinates"": [-0.3703799761238434, 39.47607013621723], ""type"": ""Point""}";39.47607013621723, -0.3703799761238434
224790;1;"{""coordinates"": [-0.3729133100804003, 39.475287987540575], ""type"": ""Point""}";39.475287987540575, -0.3729133100804003
224793;2;"{""coordinates"": [-0.39233785753226497, 39.49983124295413], ""type"": ""Point""}";39.49983124295413, -0.39233785753226497
224795;1;"{""coordinates"": [-0.3725072429492163, 39.45514517921605], ""type"": ""Point""}";39.45514517921605, -0.3725072429492163
224796;1;"{""coordinates"": [-0.3832196180550312, 39.492301305710804], ""type"": ""Point""}";39.492301305710804, -0.3832196180550312
