geo_point_2d;geo_shape;nivel2;nivel3;id;m2_poligon;m2zv_enero;m2zv_febre;m2zv_marzo;m2zv_abril;m2zv_mayo;m2zv_junio;m2zv_julio;m2zv_agost;m2zv_octub;m2zv_novie;m2zv_dicie
39.48144204107306, -0.37320875665921766;"{""coordinates"": [[[-0.373321248004454, 39.481309911459434], [-0.373357182480549, 39.481307636421484], [-0.373184819238011, 39.48160901977905], [-0.373151649369445, 39.481582845374035], [-0.373125480657524, 39.48155650671446], [-0.37310636926037, 39.48151597390147], [-0.373105109462698, 39.48147890582767], [-0.37310482784587, 39.48145111999062], [-0.373122139913132, 39.48141447175555], [-0.373155448285093, 39.48137612662209], [-0.373195079382261, 39.481346156629186], [-0.373232882073526, 39.48132952062555], [-0.373282506994754, 39.481316237354946], [-0.373321248004454, 39.481309911459434]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;53;360.178;60.62;;;;;;;;;;
39.481364064174535, -0.37141275593397466;"{""coordinates"": [[[-0.371537947304044, 39.481802326780134], [-0.371171441968087, 39.48169629610475], [-0.371162057217944, 39.4817140914358], [-0.371130386392801, 39.48170662196264], [-0.371219106231988, 39.4815105431949], [-0.371210653510343, 39.48150359899407], [-0.371431795306507, 39.48110792902854], [-0.371179870000098, 39.48100993963342], [-0.371202049136888, 39.48096092013858], [-0.371325468664817, 39.48092319426566], [-0.371524008442341, 39.48099915019536], [-0.371869527948362, 39.481131335949144], [-0.371537947304044, 39.481802326780134]], [[-0.371842729731681, 39.48114873750012], [-0.371512496148659, 39.481019947805734], [-0.371198811705748, 39.48158661723703], [-0.371566321209686, 39.48170072708442], [-0.371842729731681, 39.48114873750012]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;56;1125.097;132.453;;163.32;619.38;806.289;791.758;808.426;752.364;182.093;71.322;
39.44552385701663, -0.36778047850640755;"{""coordinates"": [[[-0.367376719068492, 39.4453491105359], [-0.367599519483797, 39.44496150664313], [-0.368367823541108, 39.44517959238322], [-0.368309382409657, 39.44553601738317], [-0.368268878395371, 39.44556564016629], [-0.368205227882459, 39.445612188907006], [-0.368112316815207, 39.44568861583067], [-0.368036601339194, 39.44575670522421], [-0.367988504166708, 39.44583850889207], [-0.367957437275098, 39.445916336125116], [-0.367931664370897, 39.446003008270665], [-0.367715650736779, 39.44609695745702], [-0.367289909008511, 39.44601028760104], [-0.367376719068492, 39.4453491105359]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;66;7780.878;1989.237;1044.853;2140.825;2043.947;2540.825;2086.463;1850.566;1850.566;1443.947;2276.13;100.0
39.44631541088167, -0.36736253446470835;"{""coordinates"": [[[-0.367131344345874, 39.44629340405366], [-0.36713025584923, 39.44614983205596], [-0.367749389977972, 39.4462797869992], [-0.367728684511344, 39.44631253177697], [-0.367220748153018, 39.446501714848246], [-0.367155560059261, 39.446403369142004], [-0.367131344345874, 39.44629340405366]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;68;1129.259;789.555;627.77;830.415;730.492;833.469;730.376;533.528;733.528;730.474;997.601;
39.4838954565719, -0.37052257054613397;"{""coordinates"": [[[-0.370173646056723, 39.48371974267654], [-0.370378597683254, 39.483813323641265], [-0.370519699654915, 39.483835815301305], [-0.370604117858077, 39.4837103604351], [-0.370744420542786, 39.48375406020483], [-0.370797381596484, 39.483670348152025], [-0.370833705528087, 39.4836801094346], [-0.371017855678673, 39.48374858593006], [-0.370823339056151, 39.48404698057138], [-0.370560326517743, 39.483960641291176], [-0.370504364718144, 39.48406923872093], [-0.370414456846959, 39.48416098997522], [-0.370249295586334, 39.4840473885092], [-0.370037807295101, 39.48397025262524], [-0.370173646056723, 39.48371974267654]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;69;2306.927;200.0;100.0;372.322;558.016;562.387;199.839;475.149;394.847;;551.967;
39.44550957328385, -0.36616512696376635;"{""coordinates"": [[[-0.365822571159332, 39.44552767490934], [-0.365846853172387, 39.445412315133176], [-0.366516070176065, 39.445491036166786], [-0.366466657030717, 39.44560771221944], [-0.365822571159332, 39.44552767490934]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;71;756.39;;;196.114;279.525;;;;;;;
39.48345577828518, -0.37091398004337434;"{""coordinates"": [[[-0.370875090734893, 39.483407725940594], [-0.370987739613988, 39.48344308190455], [-0.370947468885504, 39.48350582947614], [-0.370841776076383, 39.483465923777125], [-0.370875090734893, 39.483407725940594]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;73;76.32;;;1.415;71.621;71.621;75.899;74.164;74.164;;;
39.44530871340068, -0.3650286541277559;"{""coordinates"": [[[-0.364947522294749, 39.445400224237545], [-0.36498434997826, 39.44520318330263], [-0.365110749959475, 39.44521744496017], [-0.36507158895317, 39.445415115910116], [-0.364947522294749, 39.445400224237545]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;74;241.613;;;;;;;;;;;
39.47858933677748, -0.36577747153748497;"{""coordinates"": [[[-0.365596370234988, 39.47872120054732], [-0.365755797700498, 39.478398970156455], [-0.365956949716052, 39.47845843118603], [-0.365802353582712, 39.47877747777284], [-0.365596370234988, 39.47872120054732]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;76;710.635;367.249;385.124;403.196;403.196;468.66;386.004;570.739;552.668;463.587;403.196;
39.443332236595566, -0.3678449821286506;"{""coordinates"": [[[-0.367580621277941, 39.44345283961588], [-0.367674169348852, 39.44328387089744], [-0.367739967391675, 39.44330055439579], [-0.367744867087955, 39.44328769265925], [-0.367813817121428, 39.44330826903869], [-0.367906506328444, 39.44310480031865], [-0.368093343579413, 39.443155151788645], [-0.367864249084671, 39.443529611856896], [-0.367580621277941, 39.44345283961588]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;77;943.383;;;;;;;;;;;
39.47813815792336, -0.3659262247389905;"{""coordinates"": [[[-0.365748992357815, 39.478263529346094], [-0.365904159396087, 39.47795486213493], [-0.366103842821229, 39.47801260947494], [-0.365947534335527, 39.47832194025636], [-0.365748992357815, 39.478263529346094]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;78;674.447;543.942;520.541;481.146;560.71;571.31;480.433;571.31;571.31;479.036;479.036;77.501
39.44264494431594, -0.36651902080237975;"{""coordinates"": [[[-0.366361045900901, 39.442722405550576], [-0.366432464432788, 39.442510397679854], [-0.366694474537528, 39.44261721290463], [-0.366619459775686, 39.442756390561335], [-0.366457204261285, 39.44271017110657], [-0.366446358543082, 39.44274514984267], [-0.366361045900901, 39.442722405550576]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;79;470.886;;;;;;;;;;;
39.47781017189422, -0.36608943459762344;"{""coordinates"": [[[-0.365920233941053, 39.47791953735199], [-0.366061438336875, 39.477641759791744], [-0.36625656606974, 39.47769970269313], [-0.366120983657714, 39.47797748990847], [-0.365920233941053, 39.47791953735199]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;80;602.129;519.162;397.363;468.053;468.053;465.946;433.752;390.224;519.162;390.224;563.872;6.609
39.47776847221745, -0.36578885082946677;"{""coordinates"": [[[-0.365642096554052, 39.477862359759776], [-0.365850039164005, 39.47762021072538], [-0.365924478906484, 39.47764093365514], [-0.365772220911287, 39.47790298159631], [-0.365642096554052, 39.477862359759776]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;83;299.225;189.872;224.151;167.407;224.151;224.151;181.88;197.365;224.151;224.151;134.205;3.279
39.441798376549286, -0.3655394013557898;"{""coordinates"": [[[-0.365911529902922, 39.442054446875225], [-0.365056563353273, 39.441897401837636], [-0.365089719840532, 39.44158208005198], [-0.366027543494265, 39.441676611055804], [-0.365911529902922, 39.442054446875225]], [[-0.365418881549727, 39.44191364173466], [-0.365546546888677, 39.441956161569635], [-0.365600863924314, 39.44181067237677], [-0.365456661762604, 39.44177922167885], [-0.365418881549727, 39.44191364173466]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;84;2862.14;197.34;322.288;122.244;122.244;194.74;8.687;;;;182.957;
39.44207441509462, -0.366734801704606;"{""coordinates"": [[[-0.366528493569122, 39.442103783930705], [-0.366581150422447, 39.441921706068456], [-0.366953112766468, 39.44203162167185], [-0.366851729646548, 39.442239057468804], [-0.366528493569122, 39.442103783930705]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;87;737.601;;;91.453;91.453;100.0;;;;;;
39.47718213435848, -0.3659653823066962;"{""coordinates"": [[[-0.365920568573613, 39.477063677192234], [-0.366066848154024, 39.477044432219465], [-0.365908730192452, 39.47743829366375], [-0.365920568573613, 39.477063677192234]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;88;260.772;142.094;140.776;110.325;110.325;110.325;79.374;197.61;110.325;140.776;93.514;15.324
39.4430195972834, -0.3678606268342171;"{""coordinates"": [[[-0.367790429541495, 39.443073879480856], [-0.36786316108686, 39.442942117657545], [-0.367926067392104, 39.44295955986995], [-0.36786722357745, 39.44309426320134], [-0.367790429541495, 39.443073879480856]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;90;100.882;;;;;;;26.959;0.203;;;
39.48351518891002, -0.36366472865196836;"{""coordinates"": [[[-0.363005094050673, 39.48369303667314], [-0.363090566061639, 39.48350140953998], [-0.363469110424584, 39.483605085774236], [-0.363628386090362, 39.483263984647195], [-0.363261497183556, 39.4831577131417], [-0.363320836641614, 39.483040796177704], [-0.363866057620591, 39.483203010981875], [-0.364033507889395, 39.48287046023727], [-0.364156347378796, 39.48290669178234], [-0.364283490922834, 39.48294627389035], [-0.364262924041548, 39.48298708824292], [-0.36413463634865, 39.48294849454519], [-0.364002159463213, 39.48320356075939], [-0.364135557120602, 39.48324461279895], [-0.364185520042443, 39.483143707467754], [-0.364261026717991, 39.48316322421143], [-0.364214990841539, 39.4832690581619], [-0.364313085346819, 39.48329924551667], [-0.364253398282625, 39.48342023158089], [-0.363886779999365, 39.483314196096615], [-0.363618631301827, 39.483852217539436], [-0.363979885702437, 39.483961356444986], [-0.363895106295969, 39.484137376056935], [-0.363544113929373, 39.48403267771068], [-0.363571056472042, 39.48397806529372], [-0.363311744542712, 39.48390188074906], [-0.36335710288959, 39.48379458140116], [-0.363005094050673, 39.48369303667314]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;91;4998.615;42.592;;100.0;395.883;1070.536;473.173;1078.305;696.854;;207.571;
39.44276133822714, -0.3664985146528355;"{""coordinates"": [[[-0.366361045900901, 39.442722405550576], [-0.366446358543082, 39.44274514984267], [-0.366457204261285, 39.44271017110657], [-0.366619459775686, 39.442756390561335], [-0.366586807428671, 39.442816971093336], [-0.366350581181045, 39.44275347047106], [-0.366361045900901, 39.442722405550576]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;92;133.703;;;0.507;21.869;0.507;;;;;0.507;
39.482292559348004, -0.36427681677906787;"{""coordinates"": [[[-0.364529241715024, 39.482875758041885], [-0.363538498253645, 39.482609543156144], [-0.363594964816419, 39.4824938067625], [-0.363576273907305, 39.48259723933348], [-0.364021280675113, 39.482655982369295], [-0.364006318822959, 39.482722758260316], [-0.364560487079251, 39.48279712829968], [-0.364585219570203, 39.48268289053352], [-0.364037067478833, 39.4826159298709], [-0.364052925044919, 39.482532581048865], [-0.36360129071548, 39.482480839831766], [-0.363727070116054, 39.482223035688], [-0.36372334056545, 39.48227224163125], [-0.363833567215367, 39.48228386549303], [-0.363833102536709, 39.482296165428586], [-0.363845800558934, 39.482296453498925], [-0.363855601719067, 39.48228928956298], [-0.363884172267029, 39.48228993771364], [-0.363891450580409, 39.48226548277399], [-0.363954845413976, 39.48226938301371], [-0.363942162317181, 39.482352803838744], [-0.364033940827904, 39.48236227121676], [-0.364034405438272, 39.48234997217945], [-0.364088092141874, 39.48235857631319], [-0.364121865228912, 39.482221469571975], [-0.364159865212694, 39.48222479274419], [-0.364178060709256, 39.48216365579127], [-0.364197106550267, 39.4821640878122], [-0.364197849929905, 39.48214440790909], [-0.364185246016121, 39.48214165991658], [-0.364194009735718, 39.482077846920824], [-0.364156195710643, 39.48206960288652], [-0.364156846141775, 39.48205238387167], [-0.364118939210549, 39.482046599813614], [-0.364118381695147, 39.482061358840156], [-0.364055172890202, 39.482052538720325], [-0.364043976742918, 39.482096601563036], [-0.363984035344139, 39.48208539342786], [-0.363989254221694, 39.48203134751597], [-0.363957603375374, 39.48202816741958], [-0.363964509910121, 39.48201355242253], [-0.363948637445151, 39.48201319235274], [-0.363945184159544, 39.48202050030086], [-0.363830673102523, 39.482010683804894], [-0.363993930635377, 39.48167539294329], [-0.363971944051477, 39.48181675972029], [-0.364304232430317, 39.48185137936695], [-0.364302002470363, 39.48191041728392], [-0.364627849619544, 39.48194735200408], [-0.364625991553043, 39.48199654998024], [-0.36494566176861, 39.48203320228627], [-0.36476511459267, 39.482381064226445], [-0.364556588166439, 39.482319961766265], [-0.364594293765274, 39.482246956754906], [-0.364609980475154, 39.482252236715674], [-0.364638744732297, 39.48219136370476], [-0.364574860570152, 39.482172655842774], [-0.364564686731591, 39.48218965887058], [-0.364467116825672, 39.48216528798604], [-0.36432871171201, 39.48246497662015], [-0.364410503475098, 39.48248652766006], [-0.364403596945971, 39.48250114358429], [-0.364475958138351, 39.48252001858395], [-0.364499945038387, 39.482473784607386], [-0.364484258288757, 39.48246850463054], [-0.364514964676803, 39.48241257466999], [-0.364719705882752, 39.48247525257955], [-0.364529241715024, 39.482875758041885]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;100;5964.389;4.368;;;183.801;121.15;;221.05;96.714;;;
39.47355137854854, -0.3492684302853281;"{""coordinates"": [[[-0.348621318791251, 39.47358817844014], [-0.349711728308951, 39.47324593274319], [-0.349728744172176, 39.47326703464946], [-0.349441274192874, 39.47382900536793], [-0.348621318791251, 39.47358817844014]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;102;2670.708;;;;;;;;;;;
39.48512121319153, -0.40083665313451144;"{""coordinates"": [[[-0.400053506010016, 39.4850954196108], [-0.401256226691231, 39.48461574913731], [-0.401615512419806, 39.48513442220121], [-0.400440364431612, 39.48563349741081], [-0.400053506010016, 39.4850954196108]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;109;7747.577;2642.834;2331.961;3819.129;6232.6;7187.122;6826.999;7209.967;7119.08;6331.564;6308.244;
39.497754895130434, -0.3850935704538023;"{""coordinates"": [[[-0.385035148416026, 39.497487176912195], [-0.385081178254057, 39.497482482361846], [-0.385138622236151, 39.49748736785081], [-0.385194590855164, 39.49749534885705], [-0.385254540434127, 39.497513887621636], [-0.385316931773177, 39.497546232299385], [-0.38536297993384, 39.49758050190739], [-0.385395640601358, 39.49761676207519], [-0.38541791351724, 39.49765393439948], [-0.385434318027142, 39.497689828749856], [-0.385444123258565, 39.49774390925969], [-0.385442706711265, 39.49778169442388], [-0.385430601850134, 39.497828407305825], [-0.385412927869385, 39.497865826634936], [-0.385381652811542, 39.49791096131157], [-0.385340375049625, 39.497946703555534], [-0.385291836803827, 39.497978844647776], [-0.385240686276601, 39.49800175870113], [-0.385166017822238, 39.49802070571873], [-0.385091821591364, 39.49802705733627], [-0.384992916289276, 39.4980170496057], [-0.384931759958426, 39.49799595207733], [-0.384872325300601, 39.497963672838154], [-0.384836364409685, 39.49793650647599], [-0.38479995591946, 39.49790546256123], [-0.384780958932943, 39.49787566907283], [-0.384758729234168, 39.4978373516868], [-0.384749370708838, 39.497800334790966], [-0.384742435876078, 39.497759059046324], [-0.384747023152246, 39.49771561568166], [-0.384757351191762, 39.49767688519615], [-0.384776545074256, 39.49763835426311], [-0.38480135090071, 39.49760797105318], [-0.384830633143551, 39.49757654267496], [-0.384867219794039, 39.49754757142514], [-0.384904982561456, 39.49752664804793], [-0.384941139840269, 39.49750912627273], [-0.384985991216852, 39.49749638382324], [-0.385035148416026, 39.497487176912195]]], ""type"": ""Polygon""}";Red viaria;Transito;110;2841.425;2614.173;2435.028;2254.533;2449.387;2449.387;2173.044;2230.791;2313.284;2578.026;2510.587;1039.797
